;r;g;b;color
1206;196;75;65;red
1207;197;76;65;red
1208;198;77;65;red
1209;197;77;64;red
1210;197;78;65;red
1211;197;79;67;red
1212;196;79;67;red
1213;196;80;67;red
1214;195;79;67;red
1215;195;77;67;red
1216;195;77;66;red
1217;195;76;64;red
1218;196;76;62;red
1219;197;77;63;red
1220;196;76;63;red
1221;195;77;65;red
1222;195;76;65;red
1223;196;76;66;red
1224;198;77;68;red
1225;198;76;68;red
1226;198;75;67;red
1227;198;75;67;red
1228;198;76;66;red
1229;197;76;65;red
1230;197;76;65;red
1231;197;76;65;red
1232;196;76;65;red
1233;195;75;64;red
1234;196;76;64;red
1235;197;76;64;red
1236;196;76;64;red
1237;197;77;65;red
1238;197;78;66;red
1239;198;77;66;red
1240;199;77;66;red
1241;198;76;65;red
1242;198;76;65;red
1243;198;77;66;red
1244;198;77;66;red
1245;198;76;65;red
1246;198;76;64;red
1247;198;76;64;red
1248;198;76;64;red
1249;198;76;64;red
1250;199;76;64;red
1251;200;78;65;red
1252;200;79;65;red
1253;200;79;66;red
1254;199;79;65;red
1255;199;79;66;red
1256;199;78;67;red
1257;199;79;67;red
1258;199;78;67;red
1259;200;79;68;red
1260;194;76;64;red
1261;195;77;65;red
1262;196;76;64;red
1263;196;75;65;red
1264;196;75;66;red
1265;197;76;67;red
1266;197;76;66;red
1267;197;76;65;red
1268;198;77;65;red
1269;198;78;64;red
1270;198;77;65;red
1271;198;78;67;red
1272;197;79;67;red
1273;197;79;67;red
1274;197;80;68;red
1275;196;79;68;red
1276;195;77;67;red
1277;195;76;64;red
1278;196;76;62;red
1279;196;76;62;red
1280;195;76;63;red
1281;194;76;64;red
1282;194;76;64;red
1283;196;78;66;red
1284;198;78;68;red
1285;198;77;68;red
1286;197;75;67;red
1287;198;76;67;red
1288;198;76;66;red
1289;197;76;65;red
1290;197;76;66;red
1291;197;77;67;red
1292;196;78;66;red
1293;195;77;64;red
1294;196;77;63;red
1295;197;77;64;red
1296;197;77;63;red
1297;197;77;63;red
1298;199;78;65;red
1299;199;78;67;red
1300;199;77;66;red
1301;197;76;65;red
1302;198;76;65;red
1303;198;77;66;red
1304;199;78;67;red
1305;199;77;66;red
1306;199;77;65;red
1307;199;77;65;red
1308;198;76;65;red
1309;198;77;65;red
1310;199;77;65;red
1311;200;78;65;red
1312;200;79;66;red
1313;200;79;66;red
1314;199;79;65;red
1315;199;78;65;red
1316;199;79;67;red
1317;199;80;68;red
1318;199;79;68;red
1319;200;80;68;red
1320;194;76;64;red
1321;194;76;64;red
1322;195;76;64;red
1323;195;76;65;red
1324;195;76;66;red
1325;196;77;66;red
1326;195;76;65;red
1327;196;76;65;red
1328;197;77;66;red
1329;197;78;65;red
1330;197;77;66;red
1331;198;77;67;red
1332;197;78;69;red
1333;197;79;68;red
1334;197;80;68;red
1335;197;79;68;red
1336;196;79;67;red
1337;196;78;66;red
1338;195;77;64;red
1339;196;77;64;red
1340;196;77;64;red
1341;195;76;63;red
1342;196;77;63;red
1343;197;78;64;red
1344;198;78;65;red
1345;197;77;65;red
1346;196;76;65;red
1347;197;76;67;red
1348;197;76;66;red
1349;197;76;64;red
1350;197;77;64;red
1351;198;78;66;red
1352;197;79;66;red
1353;196;79;65;red
1354;196;79;64;red
1355;196;78;64;red
1356;197;77;64;red
1357;197;77;64;red
1358;199;78;65;red
1359;199;77;65;red
1360;198;76;65;red
1361;197;75;64;red
1362;197;76;65;red
1363;198;77;66;red
1364;199;78;66;red
1365;200;78;66;red
1366;200;79;66;red
1367;200;79;66;red
1368;199;78;66;red
1369;198;78;66;red
1370;197;77;65;red
1371;198;78;65;red
1372;199;78;66;red
1373;200;79;67;red
1374;199;78;65;red
1375;199;77;65;red
1376;199;78;67;red
1377;199;80;69;red
1378;199;81;69;red
1379;199;81;70;red
1380;194;76;64;red
1381;193;75;63;red
1382;194;76;64;red
1383;194;76;65;red
1384;194;76;66;red
1385;195;77;66;red
1386;195;77;65;red
1387;195;77;65;red
1388;196;78;66;red
1389;196;78;66;red
1390;198;78;67;red
1391;198;78;68;red
1392;197;78;69;red
1393;197;79;68;red
1394;197;79;67;red
1395;197;80;67;red
1396;196;80;67;red
1397;196;80;67;red
1398;194;78;65;red
1399;195;77;65;red
1400;195;77;65;red
1401;196;77;64;red
1402;198;78;64;red
1403;199;79;65;red
1404;198;78;64;red
1405;198;78;64;red
1406;196;77;65;red
1407;195;77;66;red
1408;197;76;66;red
1409;198;77;65;red
1410;197;77;63;red
1411;198;79;65;red
1412;198;80;66;red
1413;197;80;65;red
1414;196;81;65;red
1415;197;80;65;red
1416;197;79;65;red
1417;198;78;64;red
1418;198;77;64;red
1419;198;76;64;red
1420;198;76;65;red
1421;198;75;65;red
1422;197;75;65;red
1423;198;76;65;red
1424;199;77;65;red
1425;200;78;65;red
1426;200;79;65;red
1427;199;78;65;red
1428;198;77;66;red
1429;197;78;66;red
1430;196;78;66;red
1431;196;77;66;red
1432;197;77;65;red
1433;198;77;66;red
1434;198;77;65;red
1435;199;77;66;red
1436;199;77;66;red
1437;198;79;68;red
1438;198;80;68;red
1439;199;81;69;red
1440;193;75;63;red
1441;192;74;62;red
1442;193;75;63;red
1443;193;75;65;red
1444;194;76;66;red
1445;195;77;66;red
1446;196;78;66;red
1447;196;78;66;red
1448;196;78;66;red
1449;196;78;66;red
1450;196;78;66;red
1451;197;78;69;red
1452;197;78;69;red
1453;197;78;68;red
1454;196;78;66;red
1455;197;79;67;red
1456;196;80;67;red
1457;195;79;66;red
1458;194;78;65;red
1459;194;77;64;red
1460;195;76;64;red
1461;196;77;63;red
1462;198;78;64;red
1463;199;79;65;red
1464;199;79;65;red
1465;198;79;65;red
1466;196;77;64;red
1467;195;77;66;red
1468;197;77;67;red
1469;198;77;65;red
1470;197;78;64;red
1471;197;78;64;red
1472;198;80;66;red
1473;197;80;66;red
1474;196;80;65;red
1475;197;79;65;red
1476;198;78;64;red
1477;198;77;64;red
1478;198;76;64;red
1479;198;76;65;red
1480;198;76;66;red
1481;198;75;66;red
1482;198;75;65;red
1483;199;77;66;red
1484;199;77;65;red
1485;200;78;65;red
1486;199;78;64;red
1487;197;77;64;red
1488;196;76;64;red
1489;195;77;65;red
1490;195;77;65;red
1491;196;77;65;red
1492;197;76;65;red
1493;197;76;65;red
1494;197;76;65;red
1495;198;76;66;red
1496;199;77;66;red
1497;198;78;66;red
1498;197;79;67;red
1499;199;81;69;red
1500;193;75;63;red
1501;193;75;63;red
1502;194;76;64;red
1503;194;76;65;red
1504;194;76;66;red
1505;195;76;65;red
1506;195;77;65;red
1507;196;78;66;red
1508;196;78;66;red
1509;195;77;66;red
1510;195;77;65;red
1511;195;77;67;red
1512;196;77;68;red
1513;197;77;67;red
1514;196;77;65;red
1515;196;78;66;red
1516;196;79;66;red
1517;194;78;65;red
1518;194;78;65;red
1519;194;77;65;red
1520;194;76;64;red
1521;195;76;63;red
1522;198;78;64;red
1523;199;79;65;red
1524;200;80;66;red
1525;199;79;65;red
1526;196;78;65;red
1527;196;77;66;red
1528;198;77;67;red
1529;198;77;65;red
1530;197;78;64;red
1531;197;78;65;red
1532;198;80;66;red
1533;197;80;66;red
1534;196;79;65;red
1535;196;78;64;red
1536;198;78;64;red
1537;198;76;63;red
1538;198;76;64;red
1539;198;76;65;red
1540;198;76;66;red
1541;198;75;67;red
1542;197;75;65;red
1543;198;76;65;red
1544;199;77;65;red
1545;199;77;64;red
1546;198;77;64;red
1547;197;76;63;red
1548;196;76;64;red
1549;195;76;64;red
1550;194;76;64;red
1551;196;77;65;red
1552;197;76;65;red
1553;197;76;65;red
1554;197;76;66;red
1555;198;76;66;red
1556;199;77;66;red
1557;198;78;66;red
1558;198;80;68;red
1559;199;81;70;red
1560;193;75;65;red
1561;195;75;65;red
1562;196;76;66;red
1563;197;76;66;red
1564;196;76;65;red
1565;196;76;66;red
1566;196;76;66;red
1567;196;77;67;red
1568;196;77;66;red
1569;195;77;66;red
1570;195;77;66;red
1571;195;76;67;red
1572;196;77;68;red
1573;196;77;66;red
1574;195;78;64;red
1575;195;79;65;red
1576;195;79;66;red
1577;194;78;65;red
1578;194;77;65;red
1579;194;77;65;red
1580;194;76;64;red
1581;195;77;64;red
1582;196;78;64;red
1583;198;79;65;red
1584;199;80;66;red
1585;199;80;66;red
1586;197;79;66;red
1587;197;78;66;red
1588;197;77;66;red
1589;197;76;65;red
1590;197;76;64;red
1591;197;77;65;red
1592;198;78;66;red
1593;198;79;66;red
1594;197;78;64;red
1595;197;78;64;red
1596;197;76;63;red
1597;197;75;62;red
1598;198;75;63;red
1599;198;75;64;red
1600;198;76;65;red
1601;197;75;65;red
1602;196;74;63;red
1603;196;74;62;red
1604;197;75;63;red
1605;196;75;62;red
1606;196;76;63;red
1607;196;75;64;red
1608;195;75;64;red
1609;195;76;64;red
1610;195;76;63;red
1611;196;77;64;red
1612;197;77;65;red
1613;198;77;66;red
1614;197;76;66;red
1615;197;76;66;red
1616;197;78;65;red
1617;199;79;65;red
1618;199;80;66;red
1619;200;81;68;red
1620;194;75;66;red
1621;196;75;66;red
1622;197;75;66;red
1623;198;75;66;red
1624;197;76;65;red
1625;196;75;66;red
1626;197;76;66;red
1627;196;76;67;red
1628;195;76;67;red
1629;195;76;66;red
1630;196;76;66;red
1631;196;77;67;red
1632;195;77;67;red
1633;195;78;65;red
1634;195;79;64;red
1635;195;79;64;red
1636;195;78;65;red
1637;194;78;65;red
1638;193;76;65;red
1639;195;77;66;red
1640;195;77;65;red
1641;196;78;65;red
1642;196;78;64;red
1643;197;79;65;red
1644;197;79;65;red
1645;198;80;66;red
1646;197;79;66;red
1647;197;78;65;red
1648;197;76;65;red
1649;196;75;64;red
1650;196;75;64;red
1651;197;76;65;red
1652;197;76;65;red
1653;197;77;65;red
1654;197;77;64;red
1655;197;76;62;red
1656;197;76;62;red
1657;197;75;62;red
1658;198;76;63;red
1659;197;76;64;red
1660;198;76;64;red
1661;197;75;63;red
1662;197;74;62;red
1663;196;74;61;red
1664;196;74;61;red
1665;196;75;62;red
1666;196;75;63;red
1667;196;75;65;red
1668;196;75;66;red
1669;197;77;65;red
1670;198;78;64;red
1671;197;77;64;red
1672;197;76;65;red
1673;197;76;66;red
1674;197;76;66;red
1675;197;78;67;red
1676;197;79;66;red
1677;199;80;65;red
1678;200;80;64;red
1679;200;80;67;red
1680;193;75;66;red
1681;195;74;65;red
1682;196;74;65;red
1683;197;75;65;red
1684;196;75;64;red
1685;195;74;64;red
1686;195;74;65;red
1687;195;74;65;red
1688;194;75;65;red
1689;193;75;65;red
1690;195;75;65;red
1691;196;77;66;red
1692;195;77;66;red
1693;194;78;64;red
1694;195;79;64;red
1695;194;78;64;red
1696;194;78;64;red
1697;194;78;65;red
1698;195;77;66;red
1699;195;77;66;red
1700;195;77;66;red
1701;195;77;65;red
1702;195;77;64;red
1703;196;78;64;red
1704;197;79;65;red
1705;198;80;66;red
1706;198;80;66;red
1707;198;79;66;red
1708;197;77;65;red
1709;196;75;64;red
1710;196;75;64;red
1711;197;76;65;red
1712;197;76;65;red
1713;197;76;65;red
1714;196;76;63;red
1715;196;76;62;red
1716;196;76;62;red
1717;196;75;62;red
1718;196;76;62;red
1719;197;76;64;red
1720;196;75;64;red
1721;196;75;63;red
1722;197;74;62;red
1723;196;74;61;red
1724;196;75;61;red
1725;196;76;62;red
1726;197;77;63;red
1727;197;77;65;red
1728;199;78;67;red
1729;199;79;66;red
1730;199;79;66;red
1731;198;77;66;red
1732;197;76;65;red
1733;198;77;67;red
1734;199;78;69;red
1735;198;79;68;red
1736;198;80;66;red
1737;200;81;65;red
1738;201;81;65;red
1739;201;81;67;red
1740;193;74;66;red
1741;195;74;65;red
1742;195;73;64;red
1743;196;73;63;red
1744;195;74;63;red
1745;194;73;64;red
1746;194;73;64;red
1747;195;74;65;red
1748;194;75;66;red
1749;194;76;65;red
1750;195;76;65;red
1751;196;77;65;red
1752;195;77;66;red
1753;195;79;64;red
1754;195;79;64;red
1755;195;79;64;red
1756;194;78;65;red
1757;194;78;65;red
1758;195;77;66;red
1759;195;77;66;red
1760;195;77;65;red
1761;194;76;64;red
1762;194;76;63;red
1763;196;77;64;red
1764;197;79;65;red
1765;198;80;66;red
1766;198;80;66;red
1767;197;78;65;red
1768;198;78;66;red
1769;197;76;65;red
1770;196;75;64;red
1771;196;75;64;red
1772;197;76;65;red
1773;197;76;65;red
1774;196;75;63;red
1775;195;75;61;red
1776;194;75;61;red
1777;193;74;60;red
1778;195;76;62;red
1779;197;76;64;red
1780;196;75;64;red
1781;196;75;63;red
1782;196;74;61;red
1783;196;74;61;red
1784;197;75;62;red
1785;196;76;62;red
1786;197;77;62;red
1787;198;78;64;red
1788;200;79;67;red
1789;200;79;67;red
1790;200;79;67;red
1791;199;78;67;red
1792;198;77;67;red
1793;198;78;69;red
1794;200;79;69;red
1795;199;79;68;red
1796;198;80;66;red
1797;199;80;65;red
1798;200;80;64;red
1799;201;81;66;red
1800;194;74;66;red
1801;195;74;66;red
1802;195;74;65;red
1803;195;74;64;red
1804;195;74;64;red
1805;195;74;64;red
1806;195;74;65;red
1807;196;75;66;red
1808;196;76;67;red
1809;196;76;66;red
1810;196;76;65;red
1811;196;76;65;red
1812;196;77;65;red
1813;196;78;65;red
1814;195;78;65;red
1815;196;79;66;red
1816;195;78;66;red
1817;195;78;65;red
1818;195;77;66;red
1819;194;76;66;red
1820;193;75;64;red
1821;193;75;64;red
1822;194;75;63;red
1823;196;77;64;red
1824;197;78;64;red
1825;197;79;65;red
1826;197;78;65;red
1827;196;77;65;red
1828;197;78;65;red
1829;197;77;64;red
1830;197;76;63;red
1831;197;75;63;red
1832;198;76;64;red
1833;196;75;64;red
1834;195;74;62;red
1835;194;74;61;red
1836;193;74;61;red
1837;192;74;61;red
1838;194;76;63;red
1839;196;76;64;red
1840;197;76;65;red
1841;196;75;63;red
1842;195;74;62;red
1843;196;74;62;red
1844;196;75;63;red
1845;196;75;63;red
1846;197;76;63;red
1847;197;78;65;red
1848;198;80;68;red
1849;199;79;68;red
1850;199;79;68;red
1851;198;78;68;red
1852;197;77;68;red
1853;197;77;68;red
1854;198;77;69;red
1855;199;78;68;red
1856;198;78;66;red
1857;198;78;65;red
1858;199;78;65;red
1859;199;79;66;red
1860;194;74;66;red
1861;194;73;65;red
1862;194;73;65;red
1863;195;74;65;red
1864;196;75;66;red
1865;195;74;65;red
1866;195;74;65;red
1867;196;75;66;red
1868;197;76;67;red
1869;197;76;67;red
1870;197;76;66;red
1871;197;76;65;red
1872;197;77;65;red
1873;195;77;65;red
1874;194;76;64;red
1875;195;77;65;red
1876;195;77;65;red
1877;194;76;65;red
1878;194;76;65;red
1879;193;75;65;red
1880;192;74;64;red
1881;192;74;63;red
1882;194;74;63;red
1883;196;75;63;red
1884;196;76;63;red
1885;196;77;63;red
1886;195;77;64;red
1887;194;76;64;red
1888;194;77;64;red
1889;195;75;62;red
1890;197;75;62;red
1891;197;75;62;red
1892;197;75;63;red
1893;196;74;63;red
1894;194;73;62;red
1895;194;73;62;red
1896;193;74;62;red
1897;193;75;63;red
1898;194;76;64;red
1899;195;76;64;red
1900;196;75;64;red
1901;196;75;64;red
1902;196;74;63;red
1903;196;74;63;red
1904;197;75;64;red
1905;196;75;64;red
1906;197;76;65;red
1907;197;79;67;red
1908;197;80;67;red
1909;197;79;67;red
1910;198;77;67;red
1911;197;76;67;red
1912;197;76;67;red
1913;196;76;67;red
1914;197;76;68;red
1915;198;77;68;red
1916;198;77;67;red
1917;198;77;66;red
1918;197;76;65;red
1919;197;76;65;red
1920;193;73;64;red
1921;193;72;64;red
1922;194;73;64;red
1923;195;74;65;red
1924;195;74;65;red
1925;195;74;65;red
1926;195;74;65;red
1927;195;74;65;red
1928;197;76;67;red
1929;197;76;66;red
1930;196;75;66;red
1931;196;75;65;red
1932;196;75;65;red
1933;194;76;65;red
1934;193;75;64;red
1935;194;76;64;red
1936;194;76;64;red
1937;193;75;63;red
1938;193;74;64;red
1939;193;74;65;red
1940;193;74;64;red
1941;193;73;64;red
1942;193;73;63;red
1943;194;73;62;red
1944;194;74;62;red
1945;194;76;62;red
1946;194;76;63;red
1947;194;76;64;red
1948;194;76;63;red
1949;195;75;61;red
1950;196;74;61;red
1951;196;74;61;red
1952;197;75;63;red
1953;196;74;63;red
1954;195;73;63;red
1955;194;73;62;red
1956;193;74;63;red
1957;193;75;64;red
1958;195;77;65;red
1959;195;77;65;red
1960;195;75;63;red
1961;195;74;63;red
1962;196;74;63;red
1963;196;75;64;red
1964;196;75;64;red
1965;196;75;64;red
1966;196;76;64;red
1967;196;78;66;red
1968;196;79;66;red
1969;197;78;67;red
1970;197;76;67;red
1971;197;76;67;red
1972;197;76;67;red
1973;197;76;68;red
1974;197;76;68;red
1975;198;77;69;red
1976;198;77;68;red
1977;198;77;67;red
1978;197;77;66;red
1979;196;77;66;red
1980;193;74;64;red
1981;194;73;64;red
1982;194;73;64;red
1983;194;73;64;red
1984;195;74;64;red
1985;195;74;65;red
1986;195;74;65;red
1987;195;74;65;red
1988;196;75;66;red
1989;196;75;66;red
1990;195;75;66;red
1991;195;74;65;red
1992;194;75;65;red
1993;193;75;65;red
1994;193;75;64;red
1995;193;75;63;red
1996;193;75;63;red
1997;193;75;63;red
1998;194;74;64;red
1999;195;74;65;red
2000;195;74;65;red
2001;194;73;64;red
2002;194;73;64;red
2003;195;74;64;red
2004;195;75;64;red
2005;194;76;64;red
2006;194;76;63;red
2007;194;76;64;red
2008;194;76;63;red
2009;195;75;62;red
2010;196;75;61;red
2011;197;75;62;red
2012;197;76;63;red
2013;198;76;65;red
2014;196;75;65;red
2015;195;74;64;red
2016;194;75;65;red
2017;194;76;65;red
2018;195;77;66;red
2019;196;77;66;red
2020;196;76;64;red
2021;195;74;63;red
2022;195;74;63;red
2023;196;75;64;red
2024;196;75;64;red
2025;196;75;64;red
2026;196;76;65;red
2027;195;77;65;red
2028;194;78;65;red
2029;195;77;65;red
2030;197;75;66;red
2031;197;75;67;red
2032;198;75;67;red
2033;198;76;68;red
2034;198;76;69;red
2035;198;77;69;red
2036;199;78;69;red
2037;199;78;68;red
2038;198;79;68;red
2039;198;80;68;red
2040;194;74;64;red
2041;194;73;63;red
2042;194;73;63;red
2043;193;72;62;red
2044;193;72;62;red
2045;193;72;62;red
2046;194;73;63;red
2047;195;74;65;red
2048;195;74;66;red
2049;196;75;66;red
2050;194;74;65;red
2051;194;74;64;red
2052;193;74;63;red
2053;193;75;64;red
2054;193;75;63;red
2055;194;74;63;red
2056;194;74;62;red
2057;194;75;62;red
2058;194;74;63;red
2059;194;74;63;red
2060;193;73;62;red
2061;194;73;63;red
2062;195;74;64;red
2063;195;74;64;red
2064;195;75;64;red
2065;194;76;63;red
2066;194;75;62;red
2067;194;76;62;red
2068;194;77;63;red
2069;195;78;63;red
2070;196;78;62;red
2071;195;76;61;red
2072;196;75;62;red
2073;196;76;63;red
2074;195;75;64;red
2075;194;75;64;red
2076;194;75;65;red
2077;195;76;65;red
2078;196;76;65;red
2079;197;77;66;red
2080;197;76;65;red
2081;196;75;64;red
2082;196;75;63;red
2083;196;75;63;red
2084;195;76;63;red
2085;195;76;63;red
2086;195;77;64;red
2087;195;77;64;red
2088;194;77;63;red
2089;194;76;63;red
2090;196;75;64;red
2091;197;75;65;red
2092;197;75;66;red
2093;197;76;67;red
2094;198;76;68;red
2095;198;77;68;red
2096;198;78;69;red
2097;199;80;69;red
2098;199;81;69;red
2099;199;81;69;red
2100;194;73;62;red
2101;194;73;62;red
2102;194;73;62;red
2103;193;72;61;red
2104;192;71;60;red
2105;192;71;60;red
2106;192;71;61;red
2107;193;72;63;red
2108;194;73;65;red
2109;195;74;66;red
2110;195;75;66;red
2111;194;75;64;red
2112;193;74;63;red
2113;193;75;62;red
2114;195;75;63;red
2115;195;74;62;red
2116;194;74;61;red
2117;194;74;61;red
2118;194;74;61;red
2119;193;74;61;red
2120;193;74;61;red
2121;194;74;62;red
2122;195;74;63;red
2123;195;74;63;red
2124;195;74;63;red
2125;193;75;61;red
2126;193;75;61;red
2127;194;76;62;red
2128;194;77;62;red
2129;194;78;63;red
2130;194;78;62;red
2131;195;77;61;red
2132;195;76;62;red
2133;194;76;62;red
2134;194;76;63;red
2135;194;76;64;red
2136;194;75;63;red
2137;195;75;63;red
2138;196;75;64;red
2139;197;77;65;red
2140;198;77;66;red
2141;197;76;65;red
2142;197;76;64;red
2143;196;76;62;red
2144;194;76;62;red
2145;194;76;62;red
2146;195;77;63;red
2147;195;77;63;red
2148;195;77;63;red
2149;194;76;63;red
2150;196;76;64;red
2151;196;75;64;red
2152;195;74;65;red
2153;196;75;66;red
2154;197;76;67;red
2155;197;76;67;red
2156;197;78;68;red
2157;198;80;69;red
2158;199;81;69;red
2159;198;80;68;red
2160;193;72;63;red
2161;193;72;63;red
2162;194;73;63;red
2163;194;74;63;red
2164;193;73;62;red
2165;192;72;60;red
2166;192;72;61;red
2167;193;72;62;red
2168;194;73;64;red
2169;194;73;65;red
2170;194;74;65;red
2171;194;74;64;red
2172;194;73;62;red
2173;194;74;62;red
2174;196;75;63;red
2175;196;75;62;red
2176;195;75;61;red
2177;194;74;59;red
2178;194;74;60;red
2179;193;74;61;red
2180;193;75;63;red
2181;194;74;63;red
2182;195;74;63;red
2183;195;74;63;red
2184;195;74;63;red
2185;193;75;61;red
2186;193;75;61;red
2187;194;76;62;red
2188;193;76;62;red
2189;193;77;62;red
2190;194;77;63;red
2191;196;77;63;red
2192;196;77;63;red
2193;194;77;62;red
2194;195;77;63;red
2195;195;77;64;red
2196;196;77;63;red
2197;196;76;62;red
2198;196;76;63;red
2199;198;78;64;red
2200;199;79;65;red
2201;198;78;65;red
2202;197;77;64;red
2203;196;77;63;red
2204;194;76;62;red
2205;194;76;62;red
2206;195;77;63;red
2207;196;78;64;red
2208;195;77;63;red
2209;195;77;63;red
2210;196;76;64;red
2211;196;75;64;red
2212;195;74;64;red
2213;195;74;65;red
2214;196;75;66;red
2215;197;76;67;red
2216;197;78;68;red
2217;198;80;68;red
2218;199;80;68;red
2219;199;80;68;red
2220;193;72;63;red
2221;193;72;63;red
2222;193;74;63;red
2223;194;75;64;red
2224;193;74;63;red
2225;192;74;62;red
2226;193;73;61;red
2227;193;72;61;red
2228;194;73;63;red
2229;193;73;63;red
2230;193;72;63;red
2231;194;73;63;red
2232;194;73;62;red
2233;194;74;62;red
2234;195;75;61;red
2235;196;76;62;red
2236;196;76;61;red
2237;196;76;60;red
2238;195;75;59;red
2239;193;75;61;red
2240;194;76;65;red
2241;195;75;65;red
2242;196;75;64;red
2243;195;74;63;red
2244;195;74;63;red
2245;193;75;61;red
2246;193;75;61;red
2247;194;76;62;red
2248;193;76;62;red
2249;193;76;61;red
2250;193;76;63;red
2251;195;76;64;red
2252;196;77;63;red
2253;196;77;63;red
2254;195;77;63;red
2255;195;77;63;red
2256;196;77;63;red
2257;197;77;63;red
2258;197;77;63;red
2259;198;78;64;red
2260;199;79;65;red
2261;199;79;65;red
2262;198;78;64;red
2263;196;77;63;red
2264;195;77;63;red
2265;195;77;63;red
2266;195;77;63;red
2267;195;77;63;red
2268;196;78;64;red
2269;195;77;63;red
2270;195;76;64;red
2271;196;75;64;red
2272;196;75;65;red
2273;196;75;66;red
2274;196;75;66;red
2275;197;76;67;red
2276;197;78;68;red
2277;197;79;67;red
2278;199;79;67;red
2279;200;79;68;red
2280;193;72;63;red
2281;193;72;63;red
2282;194;74;64;red
2283;195;75;65;red
2284;194;75;64;red
2285;192;74;63;red
2286;192;73;60;red
2287;191;73;58;red
2288;192;73;59;red
2289;192;72;61;red
2290;192;72;61;red
2291;193;72;62;red
2292;194;73;62;red
2293;194;73;61;red
2294;194;74;60;red
2295;196;76;61;red
2296;196;76;61;red
2297;196;76;61;red
2298;195;75;61;red
2299;194;74;62;red
2300;194;75;64;red
2301;195;76;65;red
2302;195;75;64;red
2303;195;75;63;red
2304;194;74;62;red
2305;192;73;60;red
2306;193;73;61;red
2307;194;74;62;red
2308;195;75;63;red
2309;194;75;62;red
2310;193;75;63;red
2311;194;75;63;red
2312;197;76;64;red
2313;197;77;64;red
2314;196;77;63;red
2315;196;77;63;red
2316;197;78;64;red
2317;198;78;64;red
2318;198;79;64;red
2319;198;80;64;red
2320;198;79;65;red
2321;197;78;64;red
2322;196;77;63;red
2323;197;77;63;red
2324;197;77;64;red
2325;196;77;64;red
2326;195;77;63;red
2327;195;77;63;red
2328;195;77;64;red
2329;195;77;64;red
2330;195;76;65;red
2331;196;75;65;red
2332;197;75;66;red
2333;196;75;66;red
2334;195;75;66;red
2335;195;76;66;red
2336;195;77;67;red
2337;195;77;67;red
2338;198;78;67;red
2339;199;78;67;red
2340;192;72;62;red
2341;193;73;63;red
2342;194;73;64;red
2343;195;74;65;red
2344;194;74;64;red
2345;192;73;63;red
2346;192;74;61;red
2347;191;74;58;red
2348;191;74;58;red
2349;192;74;61;red
2350;193;73;62;red
2351;194;73;62;red
2352;194;73;61;red
2353;194;74;60;red
2354;194;74;60;red
2355;195;75;60;red
2356;196;76;60;red
2357;196;76;61;red
2358;195;75;62;red
2359;196;75;64;red
2360;196;76;65;red
2361;196;76;65;red
2362;196;76;64;red
2363;196;75;64;red
2364;195;75;63;red
2365;194;73;62;red
2366;194;73;62;red
2367;195;74;63;red
2368;196;74;63;red
2369;196;75;64;red
2370;195;74;63;red
2371;194;74;62;red
2372;196;75;62;red
2373;197;76;63;red
2374;198;77;63;red
2375;198;78;64;red
2376;198;78;64;red
2377;198;78;64;red
2378;198;79;64;red
2379;197;79;64;red
2380;196;78;64;red
2381;195;77;64;red
2382;195;76;64;red
2383;196;75;64;red
2384;196;76;64;red
2385;197;77;65;red
2386;196;77;64;red
2387;195;77;64;red
2388;195;77;65;red
2389;195;77;65;red
2390;195;76;65;red
2391;197;76;66;red
2392;197;75;66;red
2393;196;75;65;red
2394;194;75;64;red
2395;194;76;65;red
2396;194;76;65;red
2397;194;76;65;red
2398;196;76;65;red
2399;198;77;66;red
2400;192;73;62;red
2401;193;74;63;red
2402;194;74;64;red
2403;195;74;65;red
2404;193;73;64;red
2405;192;73;63;red
2406;192;74;63;red
2407;191;73;60;red
2408;192;74;59;red
2409;193;75;62;red
2410;194;74;62;red
2411;194;73;62;red
2412;194;74;62;red
2413;195;75;61;red
2414;195;75;61;red
2415;196;76;60;red
2416;196;76;60;red
2417;196;76;61;red
2418;196;75;63;red
2419;196;75;64;red
2420;197;76;65;red
2421;198;77;66;red
2422;197;76;65;red
2423;197;76;65;red
2424;196;75;64;red
2425;195;73;63;red
2426;195;72;63;red
2427;195;73;63;red
2428;196;74;64;red
2429;196;74;64;red
2430;195;74;63;red
2431;195;74;63;red
2432;195;75;62;red
2433;197;77;63;red
2434;198;77;63;red
2435;198;78;64;red
2436;198;78;64;red
2437;198;78;64;red
2438;197;79;64;red
2439;197;79;65;red
2440;196;78;65;red
2441;195;77;65;red
2442;195;76;65;red
2443;196;77;66;red
2444;196;77;65;red
2445;196;77;66;red
2446;196;77;66;red
2447;196;78;66;red
2448;196;78;66;red
2449;195;77;65;red
2450;196;76;65;red
2451;197;77;65;red
2452;197;77;65;red
2453;196;75;64;red
2454;195;76;64;red
2455;195;77;65;red
2456;194;76;64;red
2457;195;77;65;red
2458;196;77;65;red
2459;198;77;66;red
2460;192;74;62;red
2461;193;74;63;red
2462;194;74;63;red
2463;195;74;64;red
2464;194;73;64;red
2465;192;73;63;red
2466;191;73;63;red
2467;191;73;61;red
2468;191;73;59;red
2469;192;74;61;red
2470;193;73;62;red
2471;194;73;62;red
2472;195;74;62;red
2473;195;75;61;red
2474;194;74;60;red
2475;194;74;60;red
2476;195;75;60;red
