;r;g;b;color
0;221;88;81;red
1;221;88;81;red
2;221;88;81;red
3;221;88;81;red
4;220;87;80;red
5;219;86;79;red
6;218;85;78;red
7;217;84;77;red
8;218;85;78;red
9;218;85;78;red
10;218;85;78;red
11;218;85;78;red
12;218;85;78;red
13;219;85;78;red
14;220;86;79;red
15;220;85;79;red
16;221;86;80;red
17;221;86;80;red
18;220;87;80;red
19;220;87;80;red
20;221;88;81;red
21;221;88;81;red
22;223;90;83;red
23;223;90;83;red
24;222;89;82;red
25;222;89;82;red
26;222;89;81;red
27;222;89;80;red
28;222;89;80;red
29;222;89;80;red
30;220;87;78;red
31;219;85;76;red
32;219;85;76;red
33;220;86;77;red
34;220;87;78;red
35;221;88;79;red
36;222;89;80;red
37;221;88;79;red
38;220;87;78;red
39;221;87;78;red
40;221;87;78;red
41;222;88;79;red
42;222;88;79;red
43;222;88;79;red
44;222;88;80;red
45;223;88;82;red
46;222;87;81;red
47;221;86;80;red
48;221;86;80;red
49;221;86;80;red
50;221;86;80;red
51;221;86;80;red
52;222;87;81;red
53;222;87;81;red
54;221;86;80;red
55;221;86;80;red
56;221;86;80;red
57;222;87;81;red
58;221;86;80;red
59;221;86;80;red
60;221;88;81;red
61;221;88;81;red
62;220;87;80;red
63;221;88;81;red
64;220;87;80;red
65;219;86;79;red
66;219;86;79;red
67;219;86;79;red
68;219;86;79;red
69;218;85;78;red
70;218;85;78;red
71;219;86;79;red
72;219;86;79;red
73;219;86;79;red
74;219;85;79;red
75;219;84;78;red
76;221;86;80;red
77;221;86;80;red
78;221;87;80;red
79;221;88;81;red
80;222;89;82;red
81;222;89;82;red
82;222;89;82;red
83;223;90;83;red
84;222;89;82;red
85;222;89;82;red
86;221;88;79;red
87;221;88;79;red
88;221;88;79;red
89;221;88;79;red
90;220;86;77;red
91;220;86;77;red
92;220;86;77;red
93;220;86;77;red
94;221;88;79;red
95;222;89;80;red
96;222;89;80;red
97;222;89;80;red
98;221;88;79;red
99;221;87;78;red
100;221;87;78;red
101;221;87;78;red
102;222;88;79;red
103;223;89;80;red
104;223;89;81;red
105;223;88;82;red
106;222;87;81;red
107;220;85;79;red
108;220;85;79;red
109;221;86;80;red
110;221;86;80;red
111;221;86;80;red
112;222;87;81;red
113;222;87;81;red
114;220;85;79;red
115;220;85;79;red
116;221;86;80;red
117;222;87;81;red
118;220;85;79;red
119;219;84;78;red
120;221;88;80;red
121;219;86;78;red
122;220;87;79;red
123;221;88;81;red
124;220;87;80;red
125;220;87;80;red
126;219;86;79;red
127;219;86;79;red
128;220;87;80;red
129;219;86;79;red
130;218;85;78;red
131;219;86;79;red
132;219;86;79;red
133;220;87;80;red
134;220;86;79;red
135;219;86;79;red
136;220;86;80;red
137;221;87;81;red
138;221;87;81;red
139;222;88;81;red
140;222;87;81;red
141;222;88;81;red
142;222;89;82;red
143;223;90;83;red
144;222;89;82;red
145;222;89;82;red
146;221;88;79;red
147;220;87;78;red
148;220;87;78;red
149;220;87;78;red
150;219;86;77;red
151;219;86;77;red
152;220;87;78;red
153;221;87;78;red
154;222;88;79;red
155;222;89;80;red
156;222;89;80;red
157;222;89;80;red
158;223;89;80;red
159;223;89;80;red
160;222;88;79;red
161;221;87;78;red
162;222;88;79;red
163;222;88;79;red
164;223;89;80;red
165;222;88;80;red
166;221;87;80;red
167;220;85;79;red
168;219;84;78;red
169;220;85;79;red
170;221;86;80;red
171;222;87;81;red
172;222;87;81;red
173;221;86;80;red
174;220;85;79;red
175;219;84;78;red
176;221;86;80;red
177;221;86;80;red
178;219;84;78;red
179;218;83;77;red
180;220;87;78;red
181;220;87;78;red
182;220;87;79;red
183;220;87;80;red
184;219;86;79;red
185;219;86;79;red
186;218;85;78;red
187;219;86;79;red
188;220;87;80;red
189;219;86;79;red
190;219;86;79;red
191;219;86;79;red
192;218;85;78;red
193;219;86;79;red
194;220;87;80;red
195;220;86;80;red
196;219;86;79;red
197;220;87;80;red
198;221;87;81;red
199;222;87;81;red
200;221;86;80;red
201;222;87;81;red
202;222;88;82;red
203;222;89;82;red
204;222;89;82;red
205;221;88;81;red
206;220;87;79;red
207;220;87;78;red
208;220;87;78;red
209;220;87;78;red
210;221;88;79;red
211;220;87;78;red
212;220;87;78;red
213;221;87;78;red
214;222;89;80;red
215;222;89;80;red
216;223;90;81;red
217;222;89;80;red
218;223;89;80;red
219;223;89;80;red
220;222;88;79;red
221;221;87;78;red
222;222;88;79;red
223;222;88;79;red
224;222;88;79;red
225;221;87;78;red
226;221;86;79;red
227;220;85;79;red
228;219;84;78;red
229;219;84;78;red
230;220;85;79;red
231;220;85;79;red
232;219;84;78;red
233;219;84;78;red
234;219;84;78;red
235;220;85;79;red
236;220;85;79;red
237;219;84;78;red
238;218;83;77;red
239;218;83;77;red
240;220;87;78;red
241;220;87;78;red
242;220;87;79;red
243;219;86;79;red
244;219;86;79;red
245;219;86;79;red
246;219;86;79;red
247;219;86;79;red
248;219;86;79;red
249;218;85;78;red
250;219;86;79;red
251;219;86;79;red
252;218;85;78;red
253;219;86;79;red
254;220;87;80;red
255;219;86;79;red
256;219;86;79;red
257;219;86;79;red
258;221;87;80;red
259;221;86;80;red
260;221;86;80;red
261;223;88;82;red
262;222;89;82;red
263;222;89;82;red
264;222;89;82;red
265;220;87;80;red
266;221;88;79;red
267;221;88;79;red
268;221;88;79;red
269;221;88;79;red
270;222;89;80;red
271;221;88;79;red
272;220;87;78;red
273;221;88;79;red
274;221;88;79;red
275;221;88;79;red
276;221;88;79;red
277;221;88;79;red
278;223;89;80;red
279;223;89;80;red
280;223;89;80;red
281;222;88;79;red
282;222;88;79;red
283;223;89;80;red
284;222;88;79;red
285;222;88;79;red
286;221;86;79;red
287;220;85;79;red
288;219;84;78;red
289;219;84;78;red
290;218;83;77;red
291;218;83;77;red
292;219;84;78;red
293;219;84;78;red
294;219;84;78;red
295;219;84;78;red
296;219;84;78;red
297;219;84;78;red
298;219;84;78;red
299;218;83;77;red
300;221;88;79;red
301;220;87;78;red
302;220;87;79;red
303;220;87;80;red
304;220;87;80;red
305;220;87;80;red
306;220;87;80;red
307;219;86;79;red
308;219;86;79;red
309;217;84;77;red
310;218;85;78;red
311;219;86;79;red
312;220;87;80;red
313;219;86;79;red
314;219;86;79;red
315;219;86;79;red
316;219;86;79;red
317;219;86;79;red
318;221;86;80;red
319;220;85;79;red
320;221;86;80;red
321;222;87;81;red
322;222;88;81;red
323;221;88;81;red
324;222;89;82;red
325;221;88;81;red
326;221;88;79;red
327;222;89;80;red
328;221;88;79;red
329;221;88;79;red
330;222;89;80;red
331;221;88;79;red
332;220;87;78;red
333;221;88;79;red
334;220;87;78;red
335;219;86;77;red
336;220;87;78;red
337;221;87;78;red
338;222;88;79;red
339;223;89;80;red
340;223;89;80;red
341;221;87;78;red
342;221;87;78;red
343;222;88;79;red
344;222;88;79;red
345;222;88;80;red
346;221;86;79;red
347;220;85;79;red
348;220;85;79;red
349;220;85;79;red
350;219;84;78;red
351;220;85;79;red
352;220;85;79;red
353;220;85;79;red
354;219;84;78;red
355;219;84;78;red
356;219;84;78;red
357;219;84;78;red
358;220;85;79;red
359;219;84;78;red
360;222;89;80;red
361;221;88;79;red
362;220;87;79;red
363;219;86;79;red
364;219;86;79;red
365;219;86;79;red
366;219;86;79;red
367;218;85;78;red
368;218;85;78;red
369;217;84;77;red
370;217;84;77;red
371;218;85;78;red
372;219;86;79;red
373;219;86;79;red
374;218;85;78;red
375;219;86;79;red
376;219;85;79;red
377;220;86;80;red
378;221;86;80;red
379;220;85;79;red
380;221;86;80;red
381;221;86;80;red
382;222;87;81;red
383;221;87;81;red
384;222;87;81;red
385;222;88;81;red
386;221;88;80;red
387;221;88;79;red
388;221;88;79;red
389;221;88;79;red
390;222;89;80;red
391;221;88;79;red
392;219;86;77;red
393;219;86;77;red
394;220;86;77;red
395;221;87;78;red
396;222;88;79;red
397;221;88;79;red
398;222;89;80;red
399;222;88;79;red
400;220;86;77;red
401;220;86;77;red
402;221;86;78;red
403;221;86;79;red
404;221;87;79;red
405;221;86;79;red
406;221;86;79;red
407;220;85;79;red
408;220;85;79;red
409;220;85;79;red
410;220;85;79;red
411;220;85;79;red
412;220;85;79;red
413;220;85;79;red
414;219;84;78;red
415;218;83;77;red
416;219;84;78;red
417;219;84;78;red
418;219;84;78;red
419;219;84;78;red
420;221;88;79;red
421;221;88;79;red
422;220;87;79;red
423;219;86;79;red
424;219;86;79;red
425;218;85;78;red
426;218;85;78;red
427;218;85;78;red
428;217;84;77;red
429;217;84;77;red
430;216;83;76;red
431;217;84;77;red
432;218;85;78;red
433;218;85;78;red
434;219;86;79;red
435;219;86;79;red
436;219;85;79;red
437;220;85;79;red
438;221;86;80;red
439;221;86;80;red
440;221;86;80;red
441;221;86;80;red
442;220;85;79;red
443;220;85;79;red
444;220;85;79;red
445;220;85;79;red
446;220;86;78;red
447;219;86;77;red
448;220;87;78;red
449;221;88;79;red
450;221;88;79;red
451;221;88;79;red
452;220;87;78;red
453;219;86;77;red
454;220;86;77;red
455;222;88;79;red
456;222;88;79;red
457;222;88;79;red
458;221;87;78;red
459;219;85;76;red
460;218;84;75;red
461;219;85;76;red
462;220;85;78;red
463;220;85;79;red
464;220;85;79;red
465;220;85;79;red
466;220;85;78;red
467;219;84;78;red
468;219;84;78;red
469;219;84;78;red
470;220;85;79;red
471;220;85;79;red
472;220;85;79;red
473;220;85;79;red
474;220;85;79;red
475;219;84;78;red
476;219;84;78;red
477;219;84;78;red
478;219;84;78;red
479;220;85;79;red
480;220;87;78;red
481;220;87;78;red
482;219;86;79;red
483;220;87;80;red
484;220;87;80;red
485;220;87;80;red
486;219;86;79;red
487;219;86;79;red
488;219;86;79;red
489;218;85;78;red
490;217;84;77;red
491;217;84;77;red
492;218;85;78;red
493;218;85;78;red
494;218;85;78;red
495;218;85;78;red
496;219;85;79;red
497;220;85;79;red
498;220;85;79;red
499;221;86;80;red
500;220;85;79;red
501;220;85;79;red
502;219;84;78;red
503;219;84;78;red
504;219;84;78;red
505;219;84;78;red
506;218;85;77;red
507;219;86;77;red
508;219;86;77;red
509;220;87;78;red
510;221;88;79;red
511;220;87;78;red
512;220;87;78;red
513;220;87;78;red
514;221;87;78;red
515;223;89;80;red
516;222;88;79;red
517;222;88;79;red
518;221;87;78;red
519;219;85;76;red
520;218;84;75;red
521;219;85;77;red
522;219;85;78;red
523;219;84;78;red
524;219;84;78;red
525;219;84;78;red
526;218;83;77;red
527;218;83;77;red
528;218;83;77;red
529;218;83;77;red
530;219;84;78;red
531;220;85;79;red
532;222;87;81;red
533;221;86;80;red
534;221;86;80;red
535;220;85;79;red
536;220;85;79;red
537;220;85;79;red
538;220;85;79;red
539;220;85;79;red
540;219;86;77;red
541;218;85;76;red
542;219;86;78;red
543;219;86;79;red
544;220;87;80;red
545;220;87;80;red
546;219;86;79;red
547;218;85;78;red
548;217;84;77;red
549;216;83;76;red
550;217;84;77;red
551;217;84;77;red
552;217;84;77;red
553;218;85;78;red
554;218;85;78;red
555;219;85;78;red
556;219;85;79;red
557;220;85;79;red
558;220;85;79;red
559;221;86;80;red
560;220;85;79;red
561;220;85;79;red
562;220;85;79;red
563;219;84;78;red
564;220;85;79;red
565;219;85;78;red
566;218;84;77;red
567;219;86;77;red
568;221;88;79;red
569;221;88;79;red
570;221;88;79;red
571;220;87;78;red
572;221;88;79;red
573;220;87;78;red
574;221;88;79;red
575;223;89;80;red
576;222;88;79;red
577;223;89;80;red
578;221;87;78;red
579;218;84;75;red
580;219;85;76;red
581;219;85;76;red
582;219;84;77;red
583;219;84;78;red
584;219;84;78;red
585;218;83;77;red
586;218;83;77;red
587;219;84;78;red
588;220;85;79;red
589;220;85;79;red
590;220;85;79;red
591;220;85;79;red
592;222;87;81;red
593;222;87;81;red
594;221;86;80;red
595;221;86;80;red
596;221;86;80;red
597;220;85;79;red
598;219;84;78;red
599;219;84;78;red
600;219;86;77;red
601;219;86;77;red
602;219;86;79;red
603;220;87;80;red
604;220;87;80;red
605;219;86;79;red
606;218;85;78;red
607;218;85;78;red
608;217;84;77;red
609;216;83;76;red
610;216;83;76;red
611;217;84;77;red
612;218;85;78;red
613;220;87;80;red
614;219;86;79;red
615;220;86;80;red
616;219;85;79;red
617;219;85;79;red
618;220;85;79;red
619;220;85;79;red
620;219;84;78;red
621;219;84;78;red
622;219;84;78;red
623;219;84;78;red
624;219;84;78;red
625;219;84;78;red
626;219;84;77;red
627;220;86;77;red
628;220;87;78;red
629;221;87;78;red
630;220;86;77;red
631;220;87;78;red
632;221;87;78;red
633;219;86;77;red
634;221;87;78;red
635;223;89;80;red
636;221;87;78;red
637;221;87;78;red
638;221;87;78;red
639;220;86;77;red
640;219;85;76;red
641;218;84;75;red
642;218;84;76;red
643;219;84;78;red
644;219;84;78;red
645;218;83;77;red
646;217;82;76;red
647;219;84;78;red
648;220;85;79;red
649;221;86;80;red
650;221;86;80;red
651;220;85;79;red
652;221;86;80;red
653;220;85;79;red
654;220;85;79;red
655;221;86;80;red
656;220;85;79;red
657;220;85;79;red
658;219;85;79;red
659;220;86;80;red
660;218;85;76;red
661;220;87;78;red
662;219;86;79;red
663;219;86;79;red
664;218;85;78;red
665;218;85;78;red
666;218;85;78;red
667;218;85;78;red
668;218;85;78;red
669;218;85;78;red
670;217;84;77;red
671;219;86;79;red
672;220;87;80;red
673;222;89;82;red
674;221;88;81;red
675;221;88;81;red
676;219;86;79;red
677;219;86;79;red
678;220;86;79;red
679;220;86;79;red
680;220;85;79;red
681;220;85;79;red
682;219;84;78;red
683;220;85;79;red
684;219;84;78;red
685;219;84;78;red
686;219;85;77;red
687;219;85;76;red
688;218;84;75;red
689;218;84;75;red
690;218;84;75;red
691;219;85;76;red
692;221;87;78;red
693;220;86;77;red
694;222;88;79;red
695;222;88;79;red
696;221;87;78;red
697;220;86;77;red
698;220;86;77;red
699;221;87;78;red
700;219;85;76;red
701;218;84;75;red
702;218;84;76;red
703;219;84;78;red
704;219;84;78;red
705;219;84;78;red
706;218;83;77;red
707;220;85;79;red
708;221;86;80;red
709;221;86;80;red
710;221;86;80;red
711;220;85;79;red
712;221;86;80;red
713;221;86;80;red
714;220;85;79;red
715;221;86;80;red
716;222;87;81;red
717;221;86;80;red
718;221;87;82;red
719;221;88;83;red
720;217;84;75;red
721;218;85;76;red
722;218;85;77;red
723;218;85;78;red
724;217;84;77;red
725;218;85;78;red
726;218;85;78;red
727;220;87;80;red
728;220;87;80;red
729;218;85;78;red
730;218;85;78;red
731;219;86;79;red
732;220;87;80;red
733;221;88;81;red
734;221;88;81;red
735;221;88;81;red
736;219;86;79;red
737;219;86;79;red
738;220;86;79;red
739;220;85;79;red
740;219;84;78;red
741;219;84;78;red
742;219;84;78;red
743;220;85;79;red
744;220;85;79;red
745;219;84;78;red
746;219;85;77;red
747;218;84;75;red
748;218;84;75;red
749;218;84;75;red
750;218;84;75;red
751;219;85;76;red
752;221;87;78;red
753;221;87;78;red
754;219;85;76;red
755;220;86;77;red
756;219;85;76;red
757;219;85;76;red
758;220;86;77;red
759;220;86;77;red
760;219;85;76;red
761;219;85;76;red
762;219;85;77;red
763;219;84;77;red
764;219;84;78;red
765;219;84;78;red
766;219;84;78;red
767;221;86;80;red
768;221;86;80;red
769;220;85;79;red
770;220;85;79;red
771;220;85;79;red
772;221;86;80;red
773;222;87;81;red
774;221;86;80;red
775;222;87;81;red
776;222;87;81;red
777;222;87;81;red
778;221;87;82;red
779;221;88;83;red
780;217;84;75;red
781;217;84;75;red
782;217;84;76;red
783;218;85;78;red
784;217;84;77;red
785;218;85;78;red
786;217;84;77;red
787;219;86;79;red
788;220;87;80;red
789;220;87;80;red
790;219;86;79;red
791;219;86;79;red
792;220;87;80;red
793;220;87;80;red
794;221;88;81;red
795;219;86;79;red
796;217;84;77;red
797;218;84;78;red
798;219;85;78;red
799;219;84;78;red
800;219;84;78;red
801;219;84;78;red
802;218;84;77;red
803;220;85;79;red
804;221;86;80;red
805;221;86;79;red
806;220;85;77;red
807;218;84;75;red
808;217;83;74;red
809;218;83;75;red
810;218;84;75;red
811;219;85;76;red
812;220;86;77;red
813;220;86;77;red
814;218;84;75;red
815;220;86;77;red
816;220;86;77;red
817;219;85;76;red
818;220;86;77;red
819;219;85;76;red
820;219;85;76;red
821;220;86;77;red
822;220;85;78;red
823;218;83;77;red
824;218;83;77;red
825;219;84;78;red
826;220;85;79;red
827;221;86;80;red
828;221;86;80;red
829;220;85;79;red
830;220;85;79;red
831;220;85;79;red
832;221;86;80;red
833;222;87;81;red
834;222;87;81;red
835;221;86;80;red
836;222;87;81;red
837;222;87;81;red
838;221;87;82;red
839;220;87;82;red
840;218;85;76;red
841;217;84;75;red
842;218;85;76;red
843;219;86;77;red
844;219;86;77;red
845;218;85;77;red
846;217;84;77;red
847;219;86;79;red
848;219;86;79;red
849;218;85;78;red
850;218;85;78;red
851;219;86;79;red
852;219;86;79;red
853;219;86;79;red
854;218;85;78;red
855;217;84;77;red
856;217;84;77;red
857;217;84;77;red
858;217;84;77;red
859;218;84;78;red
860;218;85;78;red
861;217;84;77;red
862;217;83;77;red
863;219;84;78;red
864;220;85;79;red
865;221;86;80;red
866;220;85;78;red
867;218;84;76;red
868;218;83;76;red
869;218;83;75;red
870;217;84;75;red
871;219;85;76;red
872;219;85;76;red
873;219;86;77;red
874;220;86;77;red
875;221;87;78;red
876;221;87;78;red
877;220;86;77;red
878;220;86;77;red
879;219;85;76;red
880;220;86;77;red
881;222;88;79;red
882;221;86;79;red
883;218;83;77;red
884;218;83;77;red
885;220;85;79;red
886;221;86;80;red
887;221;86;80;red
888;221;86;80;red
889;220;85;79;red
890;220;85;79;red
891;221;86;80;red
892;221;86;80;red
893;222;87;81;red
894;223;88;82;red
895;223;88;82;red
896;223;88;82;red
897;223;88;82;red
898;221;87;81;red
899;219;86;80;red
900;218;85;76;red
901;218;85;76;red
902;219;86;77;red
903;219;86;77;red
904;218;85;76;red
905;217;84;75;red
906;217;84;77;red
907;218;85;78;red
908;219;86;79;red
909;218;85;78;red
910;218;85;78;red
911;218;85;78;red
912;218;85;78;red
913;217;84;77;red
914;216;83;76;red
915;216;83;76;red
916;217;84;77;red
917;216;83;76;red
918;216;83;76;red
919;218;85;78;red
920;218;85;78;red
921;218;85;78;red
922;218;84;77;red
923;218;83;77;red
924;218;83;77;red
925;218;83;77;red
926;218;83;77;red
927;218;83;77;red
928;218;83;77;red
929;218;84;77;red
930;217;83;76;red
931;218;85;76;red
932;219;86;77;red
933;220;87;78;red
934;221;87;78;red
935;221;87;78;red
936;221;87;78;red
937;221;87;78;red
938;220;86;77;red
939;219;85;76;red
940;219;85;76;red
941;222;87;79;red
942;221;86;79;red
943;219;84;78;red
944;219;84;78;red
945;221;86;80;red
946;220;85;79;red
947;220;85;79;red
948;221;86;80;red
949;220;85;79;red
950;220;85;79;red
951;222;87;81;red
952;222;87;81;red
953;222;87;81;red
954;223;88;82;red
955;224;89;83;red
956;224;89;83;red
957;222;87;81;red
958;220;87;80;red
959;219;86;79;red
960;219;86;77;red
961;218;85;76;red
962;218;85;76;red
963;218;85;76;red
964;216;83;74;red
965;216;83;75;red
966;217;84;76;red
967;217;84;77;red
968;217;84;77;red
969;217;84;77;red
970;218;85;78;red
971;218;85;78;red
972;219;86;79;red
973;218;85;78;red
974;217;84;77;red
975;217;84;77;red
976;217;84;77;red
977;217;84;77;red
978;216;83;76;red
979;218;85;78;red
980;218;85;78;red
981;219;86;79;red
982;218;84;78;red
983;217;82;76;red
984;217;82;76;red
985;218;83;77;red
986;218;83;77;red
987;219;84;78;red
988;221;86;80;red
989;219;84;78;red
990;218;84;77;red
991;219;85;77;red
992;220;86;78;red
993;221;87;79;red
994;220;86;78;red
995;221;87;78;red
996;221;87;78;red
997;220;86;77;red
998;220;86;77;red
999;219;85;76;red
1000;220;86;77;red
1001;221;87;78;red
1002;221;87;80;red
1003;220;85;79;red
1004;220;85;79;red
1005;220;85;79;red
1006;219;84;78;red
1007;219;84;78;red
1008;220;85;79;red
1009;220;85;79;red
1010;220;85;79;red
1011;222;87;81;red
1012;223;88;82;red
1013;223;88;82;red
1014;224;89;83;red
1015;223;88;82;red
1016;222;87;81;red
1017;222;87;81;red
1018;221;87;80;red
1019;221;88;81;red
1020;220;87;78;red
1021;218;85;76;red
1022;218;85;76;red
1023;218;85;76;red
1024;217;84;75;red
1025;217;84;75;red
1026;216;83;75;red
1027;217;84;77;red
1028;217;84;77;red
1029;217;84;77;red
1030;218;85;78;red
1031;219;86;79;red
1032;219;86;79;red
1033;219;86;79;red
1034;218;85;78;red
1035;218;85;78;red
1036;217;84;77;red
1037;217;84;77;red
1038;217;84;77;red
1039;219;86;79;red
1040;219;86;79;red
1041;219;86;79;red
1042;218;84;78;red
1043;217;82;76;red
1044;217;82;76;red
1045;218;83;77;red
1046;219;84;78;red
1047;223;88;82;red
1048;225;90;84;red
1049;222;87;81;red
1050;220;85;79;red
1051;219;84;78;red
1052;220;85;79;red
1053;221;86;79;red
1054;220;86;78;red
1055;220;86;77;red
1056;221;87;78;red
1057;221;87;78;red
1058;220;86;77;red
1059;220;86;77;red
1060;221;87;78;red
1061;221;87;79;red
1062;221;86;79;red
1063;219;84;78;red
1064;218;83;77;red
1065;219;84;78;red
1066;220;85;79;red
1067;221;86;80;red
1068;221;86;80;red
1069;222;87;81;red
1070;221;86;80;red
1071;222;87;81;red
1072;224;89;83;red
1073;225;90;84;red
1074;224;89;83;red
1075;223;88;82;red
1076;222;87;81;red
1077;222;87;81;red
1078;221;87;80;red
1079;221;88;81;red
1080;218;85;76;red
1081;216;83;74;red
1082;216;84;74;red
1083;217;84;74;red
1084;217;84;75;red
1085;217;84;75;red
1086;216;83;75;red
1087;217;84;77;red
1088;218;85;78;red
1089;219;86;79;red
1090;219;86;79;red
1091;219;86;79;red
1092;219;86;79;red
1093;219;86;79;red
1094;219;86;78;red
1095;218;85;77;red
1096;218;85;77;red
1097;217;84;76;red
1098;217;84;76;red
1099;218;85;78;red
1100;219;86;79;red
1101;219;86;79;red
1102;218;84;78;red
1103;218;84;77;red
1104;218;83;77;red
1105;218;83;77;red
1106;219;84;78;red
1107;222;87;81;red
1108;225;90;84;red
1109;223;88;82;red
1110;221;86;80;red
1111;219;84;78;red
1112;220;85;79;red
1113;220;85;79;red
1114;220;85;78;red
1115;221;86;79;red
1116;221;87;80;red
1117;222;88;80;red
1118;221;86;79;red
1119;220;86;78;red
1120;221;87;80;red
1121;220;85;78;red
1122;218;83;77;red
1123;217;82;76;red
1124;217;82;76;red
1125;217;82;76;red
1126;220;85;79;red
1127;221;86;80;red
1128;221;86;80;red
1129;220;85;79;red
1130;220;85;79;red
1131;220;85;79;red
1132;223;88;82;red
1133;225;90;84;red
1134;224;89;83;red
1135;222;87;81;red
1136;222;87;81;red
1137;221;86;80;red
1138;220;86;80;red
1139;221;88;81;red
1140;217;84;75;red
1141;217;84;74;red
1142;215;83;72;red
1143;215;83;73;red
1144;216;83;74;red
1145;216;83;75;red
1146;215;82;75;red
1147;217;84;77;red
1148;218;85;78;red
1149;218;85;78;red
1150;219;86;79;red
1151;220;87;80;red
1152;220;87;80;red
1153;219;86;79;red
1154;219;86;78;red
1155;218;85;76;red
1156;218;85;76;red
1157;217;84;75;red
1158;217;84;76;red
1159;218;85;78;red
1160;219;86;79;red
1161;219;86;79;red
1162;220;86;79;red
1163;220;85;79;red
1164;220;85;79;red
1165;219;84;78;red
1166;220;85;79;red
1167;223;88;82;red
1168;224;89;83;red
1169;223;88;82;red
1170;220;85;79;red
1171;219;84;78;red
1172;220;85;79;red
1173;220;85;79;red
1174;221;86;80;red
1175;221;86;80;red
1176;220;85;79;red
1177;220;85;79;red
1178;219;84;78;red
1179;219;84;78;red
1180;220;85;79;red
1181;218;83;77;red
1182;218;83;77;red
1183;217;82;76;red
1184;216;81;75;red
1185;217;82;76;red
1186;219;84;78;red
1187;220;85;79;red
1188;220;85;79;red
1189;219;84;78;red
1190;219;84;78;red
1191;220;85;79;red
1192;223;88;82;red
1193;223;88;82;red
1194;223;88;82;red
1195;221;86;80;red
1196;221;86;80;red
1197;220;85;79;red
1198;220;86;80;red
1199;221;88;81;red
1200;217;84;75;red
1201;216;83;73;red
1202;214;81;71;red
1203;214;82;72;red
1204;216;83;74;red
1205;216;83;75;red
1206;216;83;76;red
1207;218;85;78;red
1208;219;86;79;red
1209;219;86;79;red
1210;220;87;80;red
1211;219;86;79;red
1212;218;85;78;red
1213;218;85;78;red
1214;219;86;78;red
1215;219;86;77;red
1216;217;84;75;red
1217;216;83;74;red
1218;217;84;76;red
1219;217;84;77;red
1220;219;86;79;red
1221;219;86;79;red
1222;219;85;79;red
1223;219;84;78;red
1224;220;85;79;red
1225;219;84;78;red
1226;220;85;79;red
1227;222;87;81;red
1228;224;89;83;red
1229;222;87;81;red
1230;220;85;79;red
1231;219;84;78;red
1232;220;85;79;red
1233;220;85;79;red
1234;219;84;78;red
1235;219;84;78;red
1236;219;84;78;red
1237;219;84;78;red
1238;218;83;77;red
1239;219;84;78;red
1240;219;84;78;red
1241;218;83;77;red
1242;218;83;77;red
1243;217;82;76;red
1244;217;82;76;red
1245;219;84;78;red
1246;219;84;78;red
1247;220;85;79;red
1248;220;85;79;red
1249;219;84;78;red
1250;220;85;79;red
1251;220;85;79;red
1252;222;87;81;red
1253;223;88;82;red
1254;222;87;81;red
1255;221;86;80;red
1256;221;86;80;red
1257;221;86;80;red
1258;220;86;80;red
1259;220;87;80;red
1260;217;84;75;red
1261;214;81;72;red
1262;214;81;71;red
1263;215;83;73;red
1264;216;83;74;red
1265;216;83;75;red
1266;215;82;75;red
1267;218;85;78;red
1268;220;87;80;red
1269;219;86;79;red
1270;219;86;79;red
1271;219;86;79;red
1272;218;85;78;red
1273;218;85;77;red
1274;218;85;77;red
1275;219;86;77;red
1276;217;84;75;red
1277;216;83;75;red
1278;216;83;75;red
1279;217;84;77;red
1280;218;85;78;red
1281;218;85;78;red
1282;219;85;78;red
1283;218;83;77;red
1284;219;84;78;red
1285;220;85;79;red
1286;219;84;78;red
1287;219;84;78;red
1288;219;84;78;red
1289;220;85;79;red
1290;219;84;78;red
1291;219;84;78;red
1292;221;86;80;red
1293;220;85;79;red
1294;219;84;78;red
1295;219;84;78;red
1296;220;85;79;red
1297;220;85;79;red
1298;219;84;78;red
1299;219;84;78;red
1300;218;83;77;red
1301;219;84;77;red
1302;218;83;77;red
1303;218;83;77;red
1304;219;84;78;red
1305;220;85;79;red
1306;220;85;78;red
1307;219;84;78;red
1308;220;85;79;red
1309;219;84;78;red
1310;220;85;79;red
1311;221;86;80;red
1312;221;86;80;red
1313;222;87;81;red
1314;222;87;81;red
1315;222;87;81;red
1316;222;87;81;red
1317;221;86;80;red
1318;220;86;79;red
1319;219;86;79;red
1320;215;82;73;red
1321;215;82;73;red
1322;215;83;73;red
1323;216;84;74;red
1324;218;85;76;red
1325;218;85;76;red
1326;216;83;75;red
1327;217;84;77;red
1328;219;86;79;red
1329;219;86;79;red
1330;218;85;78;red
1331;218;85;77;red
1332;217;84;76;red
1333;217;84;76;red
1334;218;85;76;red
1335;218;85;76;red
1336;218;85;76;red
1337;217;84;75;red
1338;216;83;75;red
1339;218;85;78;red
1340;219;86;79;red
1341;219;85;78;red
1342;219;85;78;red
1343;219;84;77;red
1344;219;84;77;red
1345;219;84;78;red
1346;219;84;78;red
1347;218;83;77;red
1348;220;85;79;red
1349;219;84;78;red
1350;218;83;77;red
1351;219;84;78;red
1352;219;84;78;red
1353;220;85;79;red
1354;220;85;79;red
1355;221;86;80;red
1356;220;85;79;red
1357;220;85;79;red
1358;218;84;77;red
1359;219;84;76;red
1360;219;84;76;red
1361;219;84;76;red
